adjectives,answer,image_file,noun_lemma,people,qa_id,question,question_phrase,relevant,type
black,black pant found,2387848.jpg,pant,man,92368,how tall is man in black pants,black pant,1,attribute
black,no black pant found,2387162.jpg,pant,man,-92368,how tall is man in black pants,black pant,0,attribute
grey,gray shirt found,2387842.jpg,shirt,boy,92374,what is the boy is wearing a grey shirt looking towards,gray shirt,1,attribute
grey,no gray shirt found,2373631.jpg,shirt,boy,-92374,what is the boy is wearing a grey shirt looking towards,gray shirt,0,attribute
blue,blue hat found,2387812.jpg,hat,man,92430,how tall is man with blue hat,blue hat,1,attribute
blue,no blue hat found,2337714.jpg,hat,man,-92430,how tall is man with blue hat,blue hat,0,attribute
white,white sneaker found,2387809.jpg,sneaker,man,92446,what is a man wearing red and white sneakers looking towards,white sneaker,1,attribute
white,no white sneaker found,2558.jpg,sneaker,man,-92446,what is a man wearing red and white sneakers looking towards,white sneaker,0,attribute
blue,blue hat found,2387792.jpg,hat,man,92460,where is man in blue hat,blue hat,1,attribute
blue,no blue hat found,2385917.jpg,hat,man,-92460,where is man in blue hat,blue hat,0,attribute
blue,blue hat found,2387792.jpg,hat,man,92474,where is man in a blue hat,blue hat,1,attribute
blue,no blue hat found,2395690.jpg,hat,man,-92474,where is man in a blue hat,blue hat,0,attribute
white,white pant found,2387790.jpg,pant,man,92478,who is in white pants,white pant,1,attribute
white,no white pant found,2414716.jpg,pant,man,-92478,who is in white pants,white pant,0,attribute
yellow,yellow jacket found,2387789.jpg,jacket,man,92480,who is in a yellow jacket,yellow jacket,1,attribute
yellow,no yellow jacket found,2381129.jpg,jacket,man,-92480,who is in a yellow jacket,yellow jacket,0,attribute
yellow,yellow jacket found,2387789.jpg,jacket,man,92484,what is the man with the yellow jacket doing,yellow jacket,1,attribute
yellow,no yellow jacket found,2417583.jpg,jacket,man,-92484,what is the man with the yellow jacket doing,yellow jacket,0,attribute
yellow,yellow jacket found,2387789.jpg,coat,person,92488,how tall is person in a yellow coat,yellow jacket,1,attribute
yellow,no yellow jacket found,2392692.jpg,coat,person,-92488,how tall is person in a yellow coat,yellow jacket,0,attribute
white,white sneaker found,2387776.jpg,sneaker,woman,92512,why is woman wears white sneakers,white sneaker,1,attribute
white,no white sneaker found,2393645.jpg,sneaker,woman,-92512,why is woman wears white sneakers,white sneaker,0,attribute
purple,purple shirt found,2387775.jpg,shirt,man,92518,why is the person in a purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2410202.jpg,shirt,man,-92518,why is the person in a purple shirt,purple shirt,0,attribute
yellow,yellow jacket found,2387770.jpg,coat,man,92528,how come man and woman with matching yellow coats,yellow jacket,1,attribute
yellow,no yellow jacket found,1264.jpg,coat,man,-92528,how come man and woman with matching yellow coats,yellow jacket,0,attribute
yellow,yellow jacket found,2387770.jpg,coat,man,92530,how tall is man in yellow coat,yellow jacket,1,attribute
yellow,no yellow jacket found,2384595.jpg,coat,man,-92530,how tall is man in yellow coat,yellow jacket,0,attribute
yellow,yellow jacket found,2387770.jpg,coat,man,92538,why is the person has on a yellow coat,yellow jacket,1,attribute
yellow,no yellow jacket found,2399770.jpg,coat,man,-92538,why is the person has on a yellow coat,yellow jacket,0,attribute
yellow,yellow jacket found,2387770.jpg,jacket,man,92558,how tall is man has on yellow jacket,yellow jacket,1,attribute
yellow,no yellow jacket found,2342821.jpg,jacket,man,-92558,how tall is man has on yellow jacket,yellow jacket,0,attribute
black,black shirt found,2387768.jpg,shirt,man,92564,why is man has black shirt,black shirt,1,attribute
black,no black shirt found,2337342.jpg,shirt,man,-92564,why is man has black shirt,black shirt,0,attribute
black,black shoe found,2387757.jpg,shoe,man,92594,where is man wears black shoes,black shoe,1,attribute
black,no black shoe found,1159935.jpg,shoe,man,-92594,where is man wears black shoes,black shoe,0,attribute
grey,gray shirt found,2387753.jpg,shirt,man,92610,where is man has grey shirt,gray shirt,1,attribute
grey,no gray shirt found,2343675.jpg,shirt,man,-92610,where is man has grey shirt,gray shirt,0,attribute
red,red hat found,2387736.jpg,hat,man,92644,how tall is man in a red hat,red hat,1,attribute
red,no red hat found,2349462.jpg,hat,man,-92644,how tall is man in a red hat,red hat,0,attribute
white,white sneaker found,2387719.jpg,sneaker,woman,92712,why is woman dressed in white sneakers,white sneaker,1,attribute
white,no white sneaker found,2341256.jpg,sneaker,woman,-92712,why is woman dressed in white sneakers,white sneaker,0,attribute
grey,gray jacket found,2387717.jpg,jacket,man,92718,why is man wears grey jacket,gray jacket,1,attribute
grey,no gray jacket found,2386696.jpg,jacket,man,-92718,why is man wears grey jacket,gray jacket,0,attribute
red,red shirt found,2387713.jpg,shirt,man,92734,how tall is man in red shirt with beard,red shirt,1,attribute
red,no red shirt found,2330757.jpg,shirt,man,-92734,how tall is man in red shirt with beard,red shirt,0,attribute
striped,striped shirt found,2387705.jpg,shirt,man,92760,how come man dressed in a striped shirt,striped shirt,1,attribute
striped,no striped shirt found,2363609.jpg,shirt,man,-92760,how come man dressed in a striped shirt,striped shirt,0,attribute
brown,brown jacket found,2387695.jpg,coat,person,92766,why is person in brown coat,brown jacket,1,attribute
brown,no brown jacket found,2392147.jpg,coat,person,-92766,why is person in brown coat,brown jacket,0,attribute
dark,dark hair found,2387683.jpg,hair,man,92800,why is younger man with dark hair and eyeglasses carrying something on this right shoulder,dark hair,1,attribute
dark,no dark hair found,2372365.jpg,hair,man,-92800,why is younger man with dark hair and eyeglasses carrying something on this right shoulder,dark hair,0,attribute
blue,blue pant found,2387631.jpg,pant,boy,92884,why is boy in blue pants,blue pant,1,attribute
blue,no blue pant found,1592155.jpg,pant,boy,-92884,why is boy in blue pants,blue pant,0,attribute
grey,gray pant found,2387597.jpg,pant,person,92978,how big is the grey pants on a person,gray pant,1,attribute
grey,no gray pant found,2652.jpg,pant,person,-92978,how big is the grey pants on a person,gray pant,0,attribute
white,white dress found,2387583.jpg,dress,woman,93006,where is a woman in a white dress going,white dress,1,attribute
white,no white dress found,2336581.jpg,dress,woman,-93006,where is a woman in a white dress going,white dress,0,attribute
brown,brown jacket found,2387573.jpg,jacket,woman,93016,who is in a brown jacket,brown jacket,1,attribute
brown,no brown jacket found,3568.jpg,jacket,woman,-93016,who is in a brown jacket,brown jacket,0,attribute
brown,brown shirt found,2387566.jpg,shirt,man,93020,why is man dressed in brown shirt,brown shirt,1,attribute
brown,no brown shirt found,2362244.jpg,shirt,man,-93020,why is man dressed in brown shirt,brown shirt,0,attribute
brown,brown shirt found,2387566.jpg,shirt,man,93022,why is man has on brown shirt,brown shirt,1,attribute
brown,no brown shirt found,2399962.jpg,shirt,man,-93022,why is man has on brown shirt,brown shirt,0,attribute
black,black shoe found,2387560.jpg,shoe,person,93042,how come person wearing black shoes,black shoe,1,attribute
black,no black shoe found,2330813.jpg,shoe,person,-93042,how come person wearing black shoes,black shoe,0,attribute
red,red shirt found,2387557.jpg,shirt,man,93048,why is man with red shirt and black backpack,red shirt,1,attribute
red,no red shirt found,2326083.jpg,shirt,man,-93048,why is man with red shirt and black backpack,red shirt,0,attribute
purple,purple shirt found,2387553.jpg,shirt,man,93070,what person is in a purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2390431.jpg,shirt,man,-93070,what person is in a purple shirt,purple shirt,0,attribute
black,black jacket found,2387549.jpg,jacket,man,93074,where is man dressed in black jacket,black jacket,1,attribute
black,no black jacket found,2402518.jpg,jacket,man,-93074,where is man dressed in black jacket,black jacket,0,attribute
dark,dark pant found,2387549.jpg,pant,man,93078,what person has on dark pants,dark pant,1,attribute
dark,no dark pant found,2409129.jpg,pant,man,-93078,what person has on dark pants,dark pant,0,attribute
black,black pant found,2387503.jpg,pant,woman,93170,who is in black pants,black pant,1,attribute
black,no black pant found,2370802.jpg,pant,woman,-93170,who is in black pants,black pant,0,attribute
red,red hat found,2387479.jpg,hat,man,93206,what is a man with a red hat near,red hat,1,attribute
red,no red hat found,2404711.jpg,hat,man,-93206,what is a man with a red hat near,red hat,0,attribute
red,red hat found,2387474.jpg,hat,person,93218,why is person in red hat,red hat,1,attribute
red,no red hat found,2365517.jpg,hat,person,-93218,why is person in red hat,red hat,0,attribute
red,red hat found,2387474.jpg,hat,man,93220,where is a man dressed in a red hat going,red hat,1,attribute
red,no red hat found,2363779.jpg,hat,man,-93220,where is a man dressed in a red hat going,red hat,0,attribute
pink,pink shirt found,2387434.jpg,shirt,girl,93264,who is in a green and pink shirt,pink shirt,1,attribute
pink,no pink shirt found,2328889.jpg,shirt,girl,-93264,who is in a green and pink shirt,pink shirt,0,attribute
blue,blue jacket found,2387417.jpg,jacket,man,93300,how tall is man in blue jacket,blue jacket,1,attribute
blue,no blue jacket found,2368674.jpg,jacket,man,-93300,how tall is man in blue jacket,blue jacket,0,attribute
blue,blue hat found,2387399.jpg,hat,man,93324,how come man has blue hat,blue hat,1,attribute
blue,no blue hat found,2360316.jpg,hat,man,-93324,how come man has blue hat,blue hat,0,attribute
yellow,yellow jacket found,2387389.jpg,coat,woman,93336,what kind of a yellow coat on a woman,yellow jacket,1,attribute
yellow,no yellow jacket found,1159604.jpg,coat,woman,-93336,what kind of a yellow coat on a woman,yellow jacket,0,attribute
plaid,plaid shirt found,2387375.jpg,shirt,man,93386,where is a man in a plaid shirt going,plaid shirt,1,attribute
plaid,no plaid shirt found,2391631.jpg,shirt,man,-93386,where is a man in a plaid shirt going,plaid shirt,0,attribute
black,black jacket found,2387369.jpg,coat,man,93406,why is the person is in a gray and black coat,black jacket,1,attribute
black,no black jacket found,2334989.jpg,coat,man,-93406,why is the person is in a gray and black coat,black jacket,0,attribute
red,red hair found,2387346.jpg,hair,man,93452,how tall is man with red hair,red hair,1,attribute
red,no red hair found,2384919.jpg,hair,man,-93452,how tall is man with red hair,red hair,0,attribute
red,red hair found,2387346.jpg,hair,man,93454,how tall is man with red hair sitting at wooden table,red hair,1,attribute
red,no red hair found,2322798.jpg,hair,man,-93454,how tall is man with red hair sitting at wooden table,red hair,0,attribute
dark,dark pant found,2387342.jpg,pant,person,93476,where is person has on dark pants,dark pant,1,attribute
dark,no dark pant found,2340171.jpg,pant,person,-93476,where is person has on dark pants,dark pant,0,attribute
long,long hair found,2387319.jpg,hair,woman,93510,why is the person with long hair,long hair,1,attribute
long,no long hair found,2385912.jpg,hair,woman,-93510,why is the person with long hair,long hair,0,attribute
brown,brown jacket found,2387261.jpg,jacket,woman,93578,why is the person holding a brown jacket,brown jacket,1,attribute
brown,no brown jacket found,713082.jpg,jacket,woman,-93578,why is the person holding a brown jacket,brown jacket,0,attribute
curly,curly hair found,2387248.jpg,hair,person,93596,what is the person has curly hair doing,curly hair,1,attribute
curly,no curly hair found,2331936.jpg,hair,person,-93596,what is the person has curly hair doing,curly hair,0,attribute
yellow,yellow jacket found,2387231.jpg,jacket,person,93618,why is person wearing black and yellow jacket,yellow jacket,1,attribute
yellow,no yellow jacket found,2324391.jpg,jacket,person,-93618,why is person wearing black and yellow jacket,yellow jacket,0,attribute
blue,blue hat found,2387231.jpg,hat,child,93628,what person has on a blue hat,blue hat,1,attribute
blue,no blue hat found,2376099.jpg,hat,child,-93628,what person has on a blue hat,blue hat,0,attribute
short,short hair found,2387219.jpg,hair,man,93640,who has short hair,short hair,1,attribute
short,no short hair found,2361771.jpg,hair,man,-93640,who has short hair,short hair,0,attribute
red,red jacket found,2387213.jpg,jacket,person,93680,where is a person with a red jacket skiing going,red jacket,1,attribute
red,no red jacket found,2400159.jpg,jacket,person,-93680,where is a person with a red jacket skiing going,red jacket,0,attribute
brown,brown pant found,2387208.jpg,pant,person,93712,why is person in brown pants and carrying green backpack,brown pant,1,attribute
brown,no brown pant found,2322551.jpg,pant,person,-93712,why is person in brown pants and carrying green backpack,brown pant,0,attribute
white,white pant found,2387196.jpg,pant,man,93734,where is man in audience dressed in white pants,white pant,1,attribute
white,no white pant found,2338191.jpg,pant,man,-93734,where is man in audience dressed in white pants,white pant,0,attribute
purple,purple shirt found,2387196.jpg,shirt,lady,93738,why is lady in purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2385860.jpg,shirt,lady,-93738,why is lady in purple shirt,purple shirt,0,attribute
red,red hat found,2387184.jpg,hat,man,93750,where is a man has on a red hat going,red hat,1,attribute
red,no red hat found,1591828.jpg,hat,man,-93750,where is a man has on a red hat going,red hat,0,attribute
brown,brown pant found,2387181.jpg,pant,boy,93768,how tall is boy in brown pants,brown pant,1,attribute
brown,no brown pant found,2329163.jpg,pant,boy,-93768,how tall is boy in brown pants,brown pant,0,attribute
white,white shirt found,2387179.jpg,shirt,woman,93772,why is the person standing by the gate in the white shirt,white shirt,1,attribute
white,no white shirt found,2320494.jpg,shirt,woman,-93772,why is the person standing by the gate in the white shirt,white shirt,0,attribute
white,white sneaker found,2387169.jpg,sneaker,woman,93794,why is woman has on white sneakers,white sneaker,1,attribute
white,no white sneaker found,2363986.jpg,sneaker,woman,-93794,why is woman has on white sneakers,white sneaker,0,attribute
blue,blue shirt found,2387162.jpg,shirt,man,93810,why is man in blue shirt and shorts,blue shirt,1,attribute
blue,no blue shirt found,2362376.jpg,shirt,man,-93810,why is man in blue shirt and shorts,blue shirt,0,attribute
brown,brown pant found,2387146.jpg,pant,man,93840,how come man has brown pants,brown pant,1,attribute
brown,no brown pant found,2407899.jpg,pant,man,-93840,how come man has brown pants,brown pant,0,attribute
blue,blue hat found,2387146.jpg,hat,person,93842,how tall is person wearing blue hat,blue hat,1,attribute
blue,no blue hat found,2335004.jpg,hat,person,-93842,how tall is person wearing blue hat,blue hat,0,attribute
black,black shoe found,2387146.jpg,shoe,person,93846,where is person wearing black shoes,black shoe,1,attribute
black,no black shoe found,2373886.jpg,shoe,person,-93846,where is person wearing black shoes,black shoe,0,attribute
gray,gray jacket found,2387146.jpg,jacket,person,93848,why is person wearing gray jacket,gray jacket,1,attribute
gray,no gray jacket found,2334954.jpg,jacket,person,-93848,why is person wearing gray jacket,gray jacket,0,attribute
red,red hair found,2387137.jpg,hair,woman,93856,how come woman with red hair,red hair,1,attribute
red,no red hair found,2368380.jpg,hair,woman,-93856,how come woman with red hair,red hair,0,attribute
black,black shirt found,2387116.jpg,shirt,boy,93904,where is a boy dressed in a yellow and black shirt going,black shirt,1,attribute
black,no black shirt found,2411300.jpg,shirt,boy,-93904,where is a boy dressed in a yellow and black shirt going,black shirt,0,attribute
black,black suit found,2387112.jpg,suit,man,93908,what kind of a black suit coat on a man,black suit,1,attribute
black,no black suit found,2320719.jpg,suit,man,-93908,what kind of a black suit coat on a man,black suit,0,attribute
black,black suit found,2387112.jpg,suit,man,93914,what type of black suit jacket of man,black suit,1,attribute
black,no black suit found,2378412.jpg,suit,man,-93914,what type of black suit jacket of man,black suit,0,attribute
blue,blue pant found,2387111.jpg,pant,man,93918,what is the man is in blue pants near,blue pant,1,attribute
blue,no blue pant found,2408001.jpg,pant,man,-93918,what is the man is in blue pants near,blue pant,0,attribute
red,red hat found,2387111.jpg,hat,man,93922,where is the man is dressed in a red hat going,red hat,1,attribute
red,no red hat found,2362192.jpg,hat,man,-93922,where is the man is dressed in a red hat going,red hat,0,attribute
blue,blue hat found,2387103.jpg,hat,guy,93948,how come guy dressed in a blue hat,blue hat,1,attribute
blue,no blue hat found,2348268.jpg,hat,guy,-93948,how come guy dressed in a blue hat,blue hat,0,attribute
black,black hat found,2387082.jpg,hat,man,93998,how come man dressed in a black hat,black hat,1,attribute
black,no black hat found,150427.jpg,hat,man,-93998,how come man dressed in a black hat,black hat,0,attribute
orange,orange shirt found,2387068.jpg,shirt,man,94026,how come man wearing orange shirt,orange shirt,1,attribute
orange,no orange shirt found,2332907.jpg,shirt,man,-94026,how come man wearing orange shirt,orange shirt,0,attribute
dark,dark hair found,2387067.jpg,hair,person,94038,how tall is person has dark hair,dark hair,1,attribute
dark,no dark hair found,2333491.jpg,hair,person,-94038,how tall is person has dark hair,dark hair,0,attribute
white,white shirt found,2387066.jpg,shirt,man,94044,why is the person playing tennis in a white shirt,white shirt,1,attribute
white,no white shirt found,2381272.jpg,shirt,man,-94044,why is the person playing tennis in a white shirt,white shirt,0,attribute
purple,purple shirt found,2387061.jpg,shirt,person,94068,who has on a purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2353628.jpg,shirt,person,-94068,who has on a purple shirt,purple shirt,0,attribute
blue,blue pant found,2387042.jpg,pant,guy,94086,where is guy in blue pants,blue pant,1,attribute
blue,no blue pant found,2412888.jpg,pant,guy,-94086,where is guy in blue pants,blue pant,0,attribute
black,black shirt found,2387037.jpg,shirt,man,94104,where is the man wears a black shirt going,black shirt,1,attribute
black,no black shirt found,2398616.jpg,shirt,man,-94104,where is the man wears a black shirt going,black shirt,0,attribute
curly,curly hair found,2387037.jpg,hair,man,94106,who has curly hair,curly hair,1,attribute
curly,no curly hair found,2404338.jpg,hair,man,-94106,who has curly hair,curly hair,0,attribute
"short,brown",short brown hair found,2386990.jpg,hair,man,94202,how tall is man with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2381642.jpg,hair,man,-94202,how tall is man with short brown hair,short brown hair,0,attribute
red,red jacket found,2386987.jpg,jacket,person,94210,how tall is person in red jacket,red jacket,1,attribute
red,no red jacket found,2366204.jpg,jacket,person,-94210,how tall is person in red jacket,red jacket,0,attribute
red,red jacket found,2386987.jpg,jacket,man,94212,why is man wearing red jacket,red jacket,1,attribute
red,no red jacket found,2336024.jpg,jacket,man,-94212,why is man wearing red jacket,red jacket,0,attribute
black,black boot found,2386981.jpg,boot,man,94214,why is man has on black boots,black boot,1,attribute
black,no black boot found,2323817.jpg,boot,man,-94214,why is man has on black boots,black boot,0,attribute
"short,brown",short brown hair found,2386958.jpg,hair,girl,94246,why is the person with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2413554.jpg,hair,girl,-94246,why is the person with short brown hair,short brown hair,0,attribute
blue,blue jacket found,2386927.jpg,jacket,lady,94294,why is lady in blue jacket,blue jacket,1,attribute
blue,no blue jacket found,2324561.jpg,jacket,lady,-94294,why is lady in blue jacket,blue jacket,0,attribute
blue,blue jacket found,2386927.jpg,jacket,lady,94296,how tall is lady wearing blue jacket,blue jacket,1,attribute
blue,no blue jacket found,2409375.jpg,jacket,lady,-94296,how tall is lady wearing blue jacket,blue jacket,0,attribute
black,black hat found,2386920.jpg,hat,man,94312,where is man wearing black hat,black hat,1,attribute
black,no black hat found,2354504.jpg,hat,man,-94312,where is man wearing black hat,black hat,0,attribute
yellow,yellow shirt found,2386915.jpg,shirt,person,94314,where is person wearing yellow shirt and a hat,yellow shirt,1,attribute
yellow,no yellow shirt found,2343654.jpg,shirt,person,-94314,where is person wearing yellow shirt and a hat,yellow shirt,0,attribute
white,white hat found,2386915.jpg,hat,man,94316,who wears a white hat,white hat,1,attribute
white,no white hat found,2332416.jpg,hat,man,-94316,who wears a white hat,white hat,0,attribute
pink,pink shirt found,2386910.jpg,shirt,woman,94338,why is the person in a pink shirt,pink shirt,1,attribute
pink,no pink shirt found,2413594.jpg,shirt,woman,-94338,why is the person in a pink shirt,pink shirt,0,attribute
red,red jacket found,2386898.jpg,jacket,man,94374,where is a man wearing a red jacket going,red jacket,1,attribute
red,no red jacket found,2407487.jpg,jacket,man,-94374,where is a man wearing a red jacket going,red jacket,0,attribute
black,black hair found,2386891.jpg,hair,person,94378,how tall is person with black hair,black hair,1,attribute
black,no black hair found,2403185.jpg,hair,person,-94378,how tall is person with black hair,black hair,0,attribute
yellow,yellow jacket found,2386884.jpg,jacket,man,94386,how tall is man in yellow jacket,yellow jacket,1,attribute
yellow,no yellow jacket found,4686.jpg,jacket,man,-94386,how tall is man in yellow jacket,yellow jacket,0,attribute
blue,blue pant found,2386884.jpg,pant,man,94388,where is the man is in blue pants going,blue pant,1,attribute
blue,no blue pant found,1592610.jpg,pant,man,-94388,where is the man is in blue pants going,blue pant,0,attribute
blue,blue jean found,2386861.jpg,jean,man,94428,how tall is man dressed in blue jeans,blue jean,1,attribute
blue,no blue jean found,2385019.jpg,jean,man,-94428,how tall is man dressed in blue jeans,blue jean,0,attribute
brown,brown jacket found,2386833.jpg,coat,woman,94458,how big is the brown coat on woman,brown jacket,1,attribute
brown,no brown jacket found,498345.jpg,coat,woman,-94458,how big is the brown coat on woman,brown jacket,0,attribute
dark,dark pant found,2386832.jpg,pant,man,94462,why is the person in a jacket and dark pants,dark pant,1,attribute
dark,no dark pant found,2352845.jpg,pant,man,-94462,why is the person in a jacket and dark pants,dark pant,0,attribute
green,green shirt found,2386815.jpg,shirt,man,94490,how tall is man with green shirt,green shirt,1,attribute
green,no green shirt found,2415979.jpg,shirt,man,-94490,how tall is man with green shirt,green shirt,0,attribute
green,green shirt found,2386808.jpg,shirt,guy,94526,how tall is guy in green shirt with flowers,green shirt,1,attribute
green,no green shirt found,2405005.jpg,shirt,guy,-94526,how tall is guy in green shirt with flowers,green shirt,0,attribute
white,white dress found,2386806.jpg,dress,woman,94534,what is the women is wearing a white dress looking at,white dress,1,attribute
white,no white dress found,2397397.jpg,dress,woman,-94534,what is the women is wearing a white dress looking at,white dress,0,attribute
red,red hair found,2386799.jpg,hair,man,94544,how tall is man in front has red hair,red hair,1,attribute
red,no red hair found,2395276.jpg,hair,man,-94544,how tall is man in front has red hair,red hair,0,attribute
white,white jacket found,2386775.jpg,coat,person,94578,why is person in white coat on skis,white jacket,1,attribute
white,no white jacket found,2371748.jpg,coat,person,-94578,why is person in white coat on skis,white jacket,0,attribute
red,red jacket found,2386763.jpg,jacket,woman,94588,where is woman in red jacket,red jacket,1,attribute
red,no red jacket found,2352891.jpg,jacket,woman,-94588,where is woman in red jacket,red jacket,0,attribute
blond,blond hair found,2386759.jpg,hair,person,94604,how come person with blonde hair,blond hair,1,attribute
blond,no blond hair found,712963.jpg,hair,person,-94604,how come person with blonde hair,blond hair,0,attribute
long,long hair found,2386758.jpg,hair,woman,94606,what is the woman has long hair looking towards,long hair,1,attribute
long,no long hair found,2277.jpg,hair,woman,-94606,what is the woman has long hair looking towards,long hair,0,attribute
white,white pant found,2386725.jpg,pant,boy,94652,how big is the white pants on boy,white pant,1,attribute
white,no white pant found,2394204.jpg,pant,boy,-94652,how big is the white pants on boy,white pant,0,attribute
white,white dress found,2386718.jpg,dress,woman,94662,what person is dressed in a black and white dress,white dress,1,attribute
white,no white dress found,2328721.jpg,dress,woman,-94662,what person is dressed in a black and white dress,white dress,0,attribute
black,black dress found,2386718.jpg,dress,woman,94664,where is a woman with a black dress going,black dress,1,attribute
black,no black dress found,2336164.jpg,dress,woman,-94664,where is a woman with a black dress going,black dress,0,attribute
black,black dress found,2386718.jpg,dress,woman,94668,why is woman in black dress,black dress,1,attribute
black,no black dress found,2800.jpg,dress,woman,-94668,why is woman in black dress,black dress,0,attribute
white,white shirt found,2386717.jpg,shirt,girl,94670,why is the person with a white shirt,white shirt,1,attribute
white,no white shirt found,2406677.jpg,shirt,girl,-94670,why is the person with a white shirt,white shirt,0,attribute
blue,blue jean found,2386699.jpg,jean,man,94694,what size is the blue jeans on the man,blue jean,1,attribute
blue,no blue jean found,2406856.jpg,jean,man,-94694,what size is the blue jeans on the man,blue jean,0,attribute
white,white hat found,2386691.jpg,hat,man,94714,how come man dressed in white hat,white hat,1,attribute
white,no white hat found,2354451.jpg,hat,man,-94714,how come man dressed in white hat,white hat,0,attribute
brown,brown pant found,2386686.jpg,pant,man,94732,how come man in brown pants,brown pant,1,attribute
brown,no brown pant found,2374645.jpg,pant,man,-94732,how come man in brown pants,brown pant,0,attribute
red,red hair found,2386686.jpg,hair,man,94738,what person has red hair,red hair,1,attribute
red,no red hair found,2338240.jpg,hair,man,-94738,what person has red hair,red hair,0,attribute
red,red jacket found,2386674.jpg,jacket,guy,94772,why is the person in a red jacket,red jacket,1,attribute
red,no red jacket found,713933.jpg,jacket,guy,-94772,why is the person in a red jacket,red jacket,0,attribute
red,red shirt found,2386665.jpg,shirt,boy,94780,what is a young boy standing on the fence with a red shirt looking towards,red shirt,1,attribute
red,no red shirt found,2405913.jpg,shirt,boy,-94780,what is a young boy standing on the fence with a red shirt looking towards,red shirt,0,attribute
red,red hat found,2386659.jpg,hat,girl,94814,where is girl has on red hat,red hat,1,attribute
red,no red hat found,150503.jpg,hat,girl,-94814,where is girl has on red hat,red hat,0,attribute
blue,blue jacket found,2386652.jpg,jacket,person,94822,why is person in blue jacket with a camera,blue jacket,1,attribute
blue,no blue jacket found,2318341.jpg,jacket,person,-94822,why is person in blue jacket with a camera,blue jacket,0,attribute
blond,blond hair found,2386616.jpg,hair,lady,94874,where is the lady has blonde hair going,blond hair,1,attribute
blond,no blond hair found,2401396.jpg,hair,lady,-94874,where is the lady has blonde hair going,blond hair,0,attribute
striped,striped shirt found,2386610.jpg,shirt,woman,94886,why is women dressed in a striped shirt,striped shirt,1,attribute
striped,no striped shirt found,1160013.jpg,shirt,woman,-94886,why is women dressed in a striped shirt,striped shirt,0,attribute
black,black hair found,2386610.jpg,hair,girl,94890,how come girl with black hair,black hair,1,attribute
black,no black hair found,1592731.jpg,hair,girl,-94890,how come girl with black hair,black hair,0,attribute
black,black shirt found,2386592.jpg,shirt,person,94940,where is person has on black shirt,black shirt,1,attribute
black,no black shirt found,2359652.jpg,shirt,person,-94940,where is person has on black shirt,black shirt,0,attribute
red,red shirt found,2386583.jpg,shirt,man,94956,why is man wearing red shirt,red shirt,1,attribute
red,no red shirt found,2317645.jpg,shirt,man,-94956,why is man wearing red shirt,red shirt,0,attribute
blue,blue jean found,2386579.jpg,jean,man,94978,how tall is man dressed in blue jeans,blue jean,1,attribute
blue,no blue jean found,2411835.jpg,jean,man,-94978,how tall is man dressed in blue jeans,blue jean,0,attribute
plaid,plaid shirt found,2386579.jpg,shirt,man,94982,where is man has on plaid shirt,plaid shirt,1,attribute
plaid,no plaid shirt found,4963.jpg,shirt,man,-94982,where is man has on plaid shirt,plaid shirt,0,attribute
red,red shirt found,2386575.jpg,shirt,woman,95000,what kind of red shirt on the woman,red shirt,1,attribute
red,no red shirt found,2375284.jpg,shirt,woman,-95000,what kind of red shirt on the woman,red shirt,0,attribute
yellow,yellow jacket found,2386562.jpg,jacket,woman,95012,where is women dressed in a yellow jacket,yellow jacket,1,attribute
yellow,no yellow jacket found,2370000.jpg,jacket,woman,-95012,where is women dressed in a yellow jacket,yellow jacket,0,attribute
orange,orange shirt found,2386555.jpg,shirt,catcher,95016,what person wears an orange shirt,orange shirt,1,attribute
orange,no orange shirt found,2407818.jpg,shirt,catcher,-95016,what person wears an orange shirt,orange shirt,0,attribute
black,black boot found,2386553.jpg,boot,person,95028,what is a person dressed in a pair of black boots looking towards,black boot,1,attribute
black,no black boot found,2353400.jpg,boot,person,-95028,what is a person dressed in a pair of black boots looking towards,black boot,0,attribute
white,white hat found,2386551.jpg,hat,woman,95040,how tall is woman in a white hat on her head,white hat,1,attribute
white,no white hat found,2340856.jpg,hat,woman,-95040,how tall is woman in a white hat on her head,white hat,0,attribute
white,white sneaker found,2386551.jpg,sneaker,boy,95044,why is the person wearing white sneakers,white sneaker,1,attribute
white,no white sneaker found,2351478.jpg,sneaker,boy,-95044,why is the person wearing white sneakers,white sneaker,0,attribute
red,red jacket found,2386543.jpg,jacket,man,95050,who is in a red jacket skiing,red jacket,1,attribute
red,no red jacket found,2361060.jpg,jacket,man,-95050,who is in a red jacket skiing,red jacket,0,attribute
yellow,yellow jacket found,2386543.jpg,jacket,man,95052,what is a man in a yellow jacket skiing near,yellow jacket,1,attribute
yellow,no yellow jacket found,2372875.jpg,jacket,man,-95052,what is a man in a yellow jacket skiing near,yellow jacket,0,attribute
blue,blue jacket found,2386543.jpg,jacket,person,95056,how tall is person has on blue jacket,blue jacket,1,attribute
blue,no blue jacket found,2383122.jpg,jacket,person,-95056,how tall is person has on blue jacket,blue jacket,0,attribute
